brand,year,model,elem_X,elem_XX,part_name
LAND ROVER,2019,RANGE ROVER VELAR,2.0L L4 DIESEL Turbocharged,Electrical,Battery Cable
LAND ROVER,2019,DISCOVERY,3.0L V6 DIESEL Turbocharged,Electrical,Battery Cable
LAND ROVER,2019,DISCOVERY,3.0L V6 DIESEL Turbocharged,Suspension,Shock / Strut
LAND ROVER,2019,RANGE ROVER,2.0L L4 ELECTRIC/GAS Turbocharged,Electrical,Battery
LAND ROVER,2019,RANGE ROVER EVOQUE,2.0L L4 Turbocharged,Electrical,Battery Cable
LAND ROVER,2019,RANGE ROVER SPORT,2.0L L4 ELECTRIC/GAS Turbocharged,Electrical,Battery Cable
LAND ROVER,2019,RANGE ROVER,3.0L V6 DIESEL Turbocharged,Electrical,Battery Cable
LAND ROVER,2018,RANGE ROVER VELAR,2.0L L4 DIESEL Turbocharged,Electrical,Battery Cable
LAND ROVER,2018,DISCOVERY,3.0L V6 DIESEL Turbocharged,Electrical,Battery Cable
LAND ROVER,2018,RANGE ROVER,3.0L V6 DIESEL Turbocharged,Electrical,Battery Cable
LAND ROVER,2018,RANGE ROVER SPORT,3.0L V6 DIESEL Turbocharged,Electrical,Battery Cable
LAND ROVER,2018,RANGE ROVER EVOQUE,2.0L L4 Turbocharged,Electrical,Battery Cable
LAND ROVER,2017,RANGE ROVER EVOQUE,2.0L L4 Turbocharged,Electrical,Battery Cable
LAND ROVER,2017,DISCOVERY,3.0L V6 DIESEL Turbocharged,Electrical,Battery Cable
LAND ROVER,2016,LR4,3.0L V6 Supercharged,Electrical,Battery Cable
LAND ROVER,2016,DEFENDER,2.2L L4 DIESEL Turbocharged,Electrical,Battery
LAND ROVER,2016,RANGE ROVER EVOQUE,2.0L L4 Turbocharged,Electrical,Battery Cable
LAND ROVER,2015,RANGE ROVER SPORT,3.0L V6 Supercharged,Engine,Connecting Rod Bearing
LAND ROVER,2015,RANGE ROVER SPORT,3.0L V6 Supercharged,Electrical,Battery Cable
LAND ROVER,2015,DISCOVERY,3.0L V6 Supercharged,Electrical,Battery
LAND ROVER,2015,LR2,2.0L L4 Turbocharged,Electrical,Battery Cable
LAND ROVER,2015,RANGE ROVER EVOQUE,2.0L L4 Turbocharged,Electrical,Battery Cable
LAND ROVER,2014,DISCOVERY,3.0L V6 Supercharged,Electrical,Battery
LAND ROVER,2014,RANGE ROVER,3.0L V6 Supercharged,Electrical,Battery Cable
LAND ROVER,2014,RANGE ROVER EVOQUE,2.0L L4 Turbocharged,Electrical,Battery Cable
LAND ROVER,2014,LR4,3.0L V6 Supercharged,Electrical,Battery Cable
LAND ROVER,2014,RANGE ROVER,3.0L V6 Supercharged,Engine,Connecting Rod Bearing
LAND ROVER,2014,RANGE ROVER SPORT,3.0L V6 Supercharged,Electrical,Battery Cable
LAND ROVER,2013,LR2,2.0L L4 Turbocharged,Electrical,Battery Cable
LAND ROVER,2013,RANGE ROVER,5.0L V8,Electrical,Battery Cable
LAND ROVER,2013,RANGE ROVER EVOQUE,2.0L L4 Turbocharged,Electrical,Battery Cable
LAND ROVER,2013,LR4,5.0L V8,Electrical,Battery Cable
LAND ROVER,2013,RANGE ROVER SPORT,5.0L V8,Electrical,Battery Cable
LAND ROVER,2012,LR2,3.2L L6,Electrical,Battery Cable
LAND ROVER,2012,RANGE ROVER,5.0L V8,Electrical,Battery Cable
LAND ROVER,2011,RANGE ROVER,5.0L V8,Electrical,Battery Cable
LAND ROVER,2011,RANGE ROVER SPORT,5.0L V8,Electrical,Battery Cable
LAND ROVER,2011,LR2,3.2L L6,Electrical,Battery Cable
LAND ROVER,2010,LR4,5.0L V8,Electrical,Battery Cable
LAND ROVER,2010,RANGE ROVER,5.0L V8,Electrical,Battery Cable
LAND ROVER,2009,LR3,4.0L V6,Electrical,Battery Cable
LAND ROVER,2009,RANGE ROVER,4.2L V8 Supercharged,Electrical,Battery Cable
LAND ROVER,2009,LR2,3.2L L6,Electrical,Battery Cable
LAND ROVER,2008,LR3,4.0L V6,Electrical,Battery Cable
LAND ROVER,2008,LR2,3.2L L6,Electrical,Battery Cable
LAND ROVER,2008,RANGE ROVER,4.2L V8 Supercharged,Electrical,Battery Cable
LAND ROVER,2007,RANGE ROVER,4.2L V8 Supercharged,Electrical,Battery Cable
LAND ROVER,2007,LR3,4.0L V6,Electrical,Battery Cable
LAND ROVER,2007,RANGE ROVER SPORT,4.2L V8 Supercharged,Electrical,Battery Cable
LAND ROVER,2006,FREELANDER,2.5L V6,Electrical,Battery
LAND ROVER,2006,RANGE ROVER,4.2L V8 Supercharged,Electrical,Battery Cable
LAND ROVER,2006,LR3,4.0L V6,Electrical,Battery Cable
LAND ROVER,2006,RANGE ROVER SPORT,4.2L V8 Supercharged,Electrical,Battery Cable
LAND ROVER,2005,RANGE ROVER,4.4L V8,Electrical,Battery Cable
LAND ROVER,2005,FREELANDER,2.5L V6,Electrical,Battery Cable
KIA,2024,EV6,ELECTRIC,Electrical,Battery
KIA,2024,SONET,1.5L L4,Cooling System,Coolant / Antifreeze
KIA,2024,K3,1.6L L4,Cooling System,Coolant / Antifreeze
LAND ROVER,2005,LR3,4.0L V6,Electrical,Battery Cable
KIA,2024,K3,2.0L L4,Cooling System,Coolant / Antifreeze
KIA,2024,K5,1.6L L4 Turbocharged,Electrical,Battery
KIA,2024,K5,2.5L L4 Turbocharged,Electrical,Battery
KIA,2023,FORTE,1.6L L4 Turbocharged,Literature,Repair Manual
KIA,2023,STINGER,3.3L V6 Turbocharged,Electrical,Battery
KIA,2022,FORTE5,1.6L L4 Turbocharged,Electrical,Battery Cable
KIA,2022,STINGER,2.5L L4 Turbocharged,Electrical,Battery Cable
KIA,2022,STINGER,3.3L V6 Turbocharged,Electrical,Battery Cable
KIA,2022,FORTE5,2.0L L4,Electrical,Battery Cable
KIA,2022,NIRO,1.6L L4 ELECTRIC/GAS,Electrical,Battery
KIA,2022,CARNIVAL,3.5L V6,Electrical,Battery Cable
KIA,2022,FORTE,1.6L L4 Turbocharged,Electrical,Battery Cable
KIA,2022,RIO,1.6L L4,Electrical,Battery Cable
KIA,2022,K5,1.6L L4 Turbocharged,Electrical,Battery Cable
KIA,2022,TELLURIDE,3.8L V6,Electrical,Battery Cable
KIA,2021,NIRO,1.6L L4 ELECTRIC/GAS,Electrical,Battery
KIA,2021,FORTE5,1.6L L4 Turbocharged,Electrical,Battery Cable
KIA,2021,FORTE,1.6L L4 Turbocharged,Electrical,Battery Cable
KIA,2021,K5,1.6L L4 Turbocharged,Electrical,Battery Cable
KIA,2021,RIO,1.6L L4,Electrical,Battery Cable
KIA,2021,SORENTO,1.6L L4 ELECTRIC/GAS Turbocharged,Electrical,Battery Cable
KIA,2021,SOUL,1.6L L4 Turbocharged,Electrical,Battery Cable
KIA,2021,SEDONA,3.3L V6,Electrical,Battery Cable
KIA,2021,STINGER,2.0L L4 Turbocharged,Electrical,Battery Cable
KIA,2021,TELLURIDE,3.8L V6,Electrical,Battery Cable
KIA,2021,SOUL,1.6L L4 Turbocharged,Engine,Connecting Rod Bearing
KIA,2021,SOUL,1.6L L4 Turbocharged,Engine,Crankshaft Main Bearing
KIA,2020,CADENZA,3.3L V6,Electrical,Battery Cable
KIA,2020,FORTE,1.6L L4 Turbocharged,Electrical,Battery Cable
KIA,2020,STINGER,2.0L L4 Turbocharged,Electrical,Battery Cable
KIA,2020,SOUL,1.6L L4,Electrical,Battery Cable
KIA,2020,SEDONA,3.3L V6,Electrical,Battery Cable
KIA,2020,RIO,1.6L L4,Electrical,Battery Cable
KIA,2020,SORENTO,2.4L L4,Electrical,Battery Cable
KIA,2020,RIO,1.6L L4,Engine,Connecting Rod Bearing
KIA,2020,TELLURIDE,3.8L V6,Electrical,Battery Cable
KIA,2020,FORTE,1.6L L4 Turbocharged,Engine,Oil
KIA,2020,NIRO,1.6L L4 ELECTRIC/GAS,Electrical,Battery
KIA,2020,FORTE5,1.6L L4 Turbocharged,Electrical,Battery Cable
KIA,2020,K900,3.3L V6 Turbocharged,Electrical,Battery Cable
KIA,2019,K900,3.3L V6 Turbocharged,Electrical,Battery Cable
KIA,2019,CADENZA,3.3L V6,Electrical,Battery Cable
KIA,2019,NIRO,1.6L L4 ELECTRIC/GAS,Electrical,Battery
KIA,2019,STINGER,2.0L L4 Turbocharged,Electrical,Battery Cable
KIA,2019,RIO,1.6L L4,Electrical,Battery Cable
KIA,2019,SEDONA,3.3L V6,Electrical,Battery Cable
KIA,2019,SPORTAGE,2.0L L4,Electrical,Battery Cable
KIA,2019,OPTIMA,1.6L L4 Turbocharged,Electrical,Battery Cable
KIA,2019,SOUL,1.6L L4,Electrical,Battery Cable
KIA,2019,SORENTO,2.4L L4,Electrical,Battery Cable
KIA,2019,NIRO,1.6L L4 ELECTRIC/GAS,Engine,Oil
KIA,2018,K900,3.8L V6,Electrical,Battery
KIA,2018,K900,5.0L V8,Electrical,Battery
KIA,2018,NIRO,1.6L L4 ELECTRIC/GAS,Electrical,Battery
KIA,2018,CADENZA,3.3L V6,Electrical,Battery Cable
KIA,2018,FORTE5,1.6L L4 Turbocharged,Electrical,Battery Cable
KIA,2018,FORTE,2.0L L4,Electrical,Battery Cable
KIA,2018,STINGER,2.0L L4 Turbocharged,Electrical,Battery Cable
KIA,2018,RIO,1.6L L4,Electrical,Battery Cable
KIA,2018,SPORTAGE,2.0L L4,Electrical,Battery Cable
KIA,2018,OPTIMA,1.6L L4 Turbocharged,Electrical,Battery Cable
KIA,2018,SOUL,1.6L L4,Electrical,Battery Cable
KIA,2018,RIO,1.6L L4,Engine,Connecting Rod Bearing
KIA,2018,RIO,1.6L L4,Interior,Radio Module Interface
KIA,2018,SORENTO,2.0L L4 Turbocharged,Electrical,Battery Cable
KIA,2017,FORTE,1.6L L4 Turbocharged,Electrical,Battery Cable
KIA,2017,CADENZA,3.3L V6,Electrical,Battery Cable
KIA,2017,K900,3.8L V6,Electrical,Battery Cable
KIA,2017,NIRO,1.6L L4 ELECTRIC/GAS,Electrical,Battery
KIA,2017,FORTE5,1.6L L4 Turbocharged,Electrical,Battery Cable
KIA,2017,OPTIMA,1.6L L4 Turbocharged,Electrical,Battery Cable
KIA,2018,RIO,1.6L L4,Wheel,Wheel Cover / Hub Cap
KIA,2017,RONDO,2.0L L4,Electrical,Battery Cable
KIA,2017,RONDO,2.0L L4,Engine,Crankshaft Main Bearing
KIA,2017,RONDO,2.0L L4,Engine,Piston
KIA,2017,SPORTAGE,2.0L L4,Electrical,Battery Cable
KIA,2017,SEDONA,3.3L V6,Electrical,Battery Cable
KIA,2017,SOUL,1.6L L4,Electrical,Battery Cable
KIA,2017,RONDO,2.0L L4,Interior,USB / Accessory Cable
KIA,2017,SORENTO,2.0L L4 Turbocharged,Electrical,Battery Cable
KIA,2016,SEDONA,3.3L V6,Electrical,Battery Cable
KIA,2016,SOUL,1.6L L4,Electrical,Battery Cable
KIA,2016,SPORTAGE,2.0L L4,Electrical,Battery Cable
KIA,2016,SORENTO,2.0L L4 Turbocharged,Electrical,Battery Cable
KIA,2016,RONDO,2.0L L4,Electrical,Battery Cable
KIA,2016,K900,3.8L V6,Electrical,Battery Cable
KIA,2016,FORTE,1.6L L4 Turbocharged,Electrical,Battery Cable
KIA,2016,RONDO,2.0L L4,Engine,Crankshaft Main Bearing
KIA,2016,FORTE5,1.6L L4 Turbocharged,Electrical,Battery Cable
KIA,2016,RONDO,2.0L L4,Engine,Piston
KIA,2015,RONDO,2.0L L4,Electrical,Battery Cable
KIA,2015,RONDO,2.0L L4,Engine,Crankshaft Main Bearing
KIA,2015,SEDONA,3.3L V6,Electrical,Battery Cable
KIA,2015,RONDO,2.0L L4,Engine,Piston
KIA,2015,SOUL,1.6L L4,Electrical,Battery Cable
KIA,2015,RIO,1.6L L4,Electrical,Battery Cable
KIA,2018,RIO,1.6L L4,Engine,Piston Ring
KIA,2015,SPORTAGE,2.0L L4 Turbocharged,Electrical,Battery Cable
KIA,2015,K900,3.8L V6,Electrical,Battery Cable
KIA,2015,FORTE5,1.6L L4 Turbocharged,Electrical,Battery Cable
KIA,2015,FORTE,1.6L L4 Turbocharged,Electrical,Battery Cable
KIA,2015,K900,3.8L V6,Engine,Piston Ring
KIA,2014,CADENZA,3.3L V6,Electrical,Battery Cable
KIA,2014,FORTE,1.6L L4 Turbocharged,Electrical,Battery Cable
KIA,2014,FORTE5,1.6L L4 Turbocharged,Electrical,Battery Cable
KIA,2014,RIO,1.6L L4,Electrical,Battery Cable
KIA,2014,RONDO,2.0L L4,Electrical,Battery Cable
KIA,2014,RONDO,2.0L L4,Engine,Crankshaft Main Bearing
KIA,2014,RONDO,2.0L L4,Engine,Piston
KIA,2014,SOUL,1.6L L4,Electrical,Battery Cable
KIA,2013,FORTE5,2.0L L4,Electrical,Battery
KIA,2013,FORTE5,2.0L L4,Electrical,Battery Cable
KIA,2012,FORTE,2.0L L4,Electrical,Battery
KIA,2012,FORTE,2.0L L4,Electrical,Battery Cable
KIA,2012,FORTE5,2.0L L4,Electrical,Battery
KIA,2012,FORTE5,2.0L L4,Electrical,Battery Cable
KIA,2012,RONDO,2.4L L4,Electrical,Battery Cable
KIA,2011,BORREGO,3.8L V6,Electrical,Battery Cable
KIA,2011,RIO,1.6L L4,Electrical,Battery Cable
KIA,2011,RONDO,2.4L L4,Electrical,Battery Cable
KIA,2011,RIO5,1.6L L4,Electrical,Battery Cable
KIA,2011,SOUL,1.6L L4,Electrical,Battery
KIA,2010,SEDONA,3.8L V6,Electrical,Battery Cable
KIA,2010,RIO,1.6L L4,Electrical,Battery Cable
KIA,2010,BORREGO,3.8L V6,Electrical,Battery Cable
KIA,2010,MAGENTIS,2.4L L4,Electrical,Battery Cable
KIA,2010,RONDO,2.4L L4,Electrical,Battery Cable
KIA,2009,RIO5,1.6L L4,Electrical,Battery Cable
KIA,2009,SEDONA,3.8L V6,Electrical,Battery Cable
KIA,2009,MAGENTIS,2.4L L4,Electrical,Battery Cable
KIA,2009,AMANTI,3.8L V6,Electrical,Battery Cable
KIA,2009,SPECTRA5,2.0L L4,Electrical,Battery
KIA,2009,RONDO,2.4L L4,Electrical,Battery Cable
KIA,2009,SPECTRA5,2.0L L4,Electrical,Battery Cable
KIA,2008,SPECTRA5,2.0L L4,Electrical,Battery
KIA,2008,RIO5,1.6L L4,Electrical,Battery Cable
KIA,2008,SPECTRA5,2.0L L4,Electrical,Battery Cable
KIA,2008,MAGENTIS,2.4L L4,Electrical,Battery Cable
KIA,2008,AMANTI,3.8L V6,Electrical,Battery Cable
KIA,2008,RONDO,2.4L L4,Electrical,Battery Cable
KIA,2007,MAGENTIS,2.4L L4,Electrical,Battery Cable
KIA,2007,RIO,1.6L L4,Electrical,Battery Cable
KIA,2007,AMANTI,3.8L V6,Electrical,Battery Cable
KIA,2007,SPECTRA5,2.0L L4,Electrical,Battery
KIA,2007,RONDO,2.4L L4,Electrical,Battery Cable
KIA,2007,SPECTRA5,2.0L L4,Electrical,Battery Cable
KIA,2006,SPECTRA,2.0L L4,Electrical,Battery
KIA,2006,RIO5,1.6L L4,Electrical,Battery Cable
KIA,2006,SPECTRA,2.0L L4,Electrical,Battery Cable
KIA,2006,OPTIMA,2.4L L4,Brake & Wheel Hub,Caliper
KIA,2006,AMANTI,3.5L V6,Electrical,Battery Cable
KIA,2005,SPECTRA5,2.0L L4,Electrical,Battery
KIA,2005,SPECTRA5,2.0L L4,Electrical,Battery Cable
KIA,2005,AMANTI,3.5L V6,Brake & Wheel Hub,Brake Pad
KIA,2005,MAGENTIS,2.4L L4,Electrical,Battery Cable
KIA,2005,SEDONA,3.5L V6,Electrical,Battery Cable
KIA,2005,OPTIMA,2.4L L4,Electrical,Battery Cable
JEEP,2024,GLADIATOR,3.6L V6,Steering,Steering Damper
JEEP,2024,COMPASS,2.0L L4 Turbocharged,Electrical,Battery
JEEP,2024,GRAND CHEROKEE,2.0L L4 ELECTRIC/GAS Turbocharged,Electrical,Battery
JEEP,2023,GLADIATOR,3.0L V6 DIESEL Turbocharged,Drivetrain,Differential Ring and Pinion
JEEP,2023,GRAND CHEROKEE L,3.6L V6,Interior,Seat Cover
JEEP,2023,GRAND WAGONEER,3.0L L6 Turbocharged,Electrical,Battery
JEEP,2022,WAGONEER,5.7L V8,Engine,Piston
JEEP,2022,GRAND WAGONEER,3.0L L6 Turbocharged,Electrical,Battery
JEEP,2020,WRANGLER,2.0L L4 ELECTRIC/GAS Turbocharged,Cooling System,Coolant / Antifreeze
JEEP,2020,GLADIATOR,3.6L V6,Electrical,Battery Cable
JEEP,2020,GLADIATOR,3.6L V6,Body & Lamp Assembly,Tool Box
JEEP,2020,WRANGLER,2.0L L4 ELECTRIC/GAS Turbocharged,Suspension,Control Arm Bushing
JEEP,2020,WRANGLER,2.0L L4 ELECTRIC/GAS Turbocharged,Wheel,Lug Nut & Lock Kit
JEEP,2020,WRANGLER,2.0L L4 Turbocharged,Body & Lamp Assembly,Body Mount
JEEP,2019,WRANGLER,2.0L L4 Turbocharged,Body & Lamp Assembly,Body Mount
JEEP,2018,WRANGLER JK,3.6L V6,Body & Lamp Assembly,Body Mount
JEEP,2018,WRANGLER,2.0L L4 Turbocharged,Body & Lamp Assembly,Body Mount
JEEP,2017,WRANGLER,3.6L V6,Body & Lamp Assembly,Body Mount
JEEP,2016,WRANGLER,3.6L V6,Body & Lamp Assembly,Body Mount
JEEP,2015,WRANGLER,3.6L V6,Body & Lamp Assembly,Body Mount
JEEP,2014,WRANGLER,3.6L V6,Body & Lamp Assembly,Body Mount
JEEP,2013,WRANGLER,3.6L V6,Body & Lamp Assembly,Body Mount
JEEP,2013,LIBERTY,3.7L V6,Drivetrain,Differential Ring and Pinion
JEEP,2013,LIBERTY,3.7L V6,Engine,Connecting Rod Bearing
JEEP,2013,LIBERTY,3.7L V6,Engine,Crankshaft Main Bearing
JEEP,2013,LIBERTY,3.7L V6,Engine,Piston Ring
JEEP,2012,WRANGLER,3.6L V6,Body & Lamp Assembly,Body Mount
JEEP,2011,WRANGLER,3.8L V6,Body & Lamp Assembly,Body Mount
JEEP,2010,WRANGLER,3.8L V6,Body & Lamp Assembly,Body Mount
JEEP,2009,WRANGLER,3.8L V6,Body & Lamp Assembly,Body Mount
JEEP,2008,WRANGLER,3.8L V6,Body & Lamp Assembly,Body Mount
JEEP,2008,COMPASS,2.0L L4,Brake & Wheel Hub,ABS Wheel Speed Sensor
JEEP,2007,WRANGLER,3.8L V6,Body & Lamp Assembly,Body Mount
JAGUAR,2024,E-PACE,2.0L L4 Turbocharged,Electrical,Battery
JAGUAR,2024,F-PACE,2.0L L4 Turbocharged,Electrical,Battery
JAGUAR,2024,F-TYPE,5.0L V8 Supercharged,Electrical,Battery
JAGUAR,2024,XF,2.0L L4 Turbocharged,Electrical,Battery
JAGUAR,2024,F-PACE,3.0L L6 Turbocharged,Electrical,Battery
JAGUAR,2024,F-PACE,5.0L V8 Supercharged,Electrical,Battery
JAGUAR,2023,E-PACE,2.0L L4 Turbocharged,Electrical,Battery
JAGUAR,2023,F-TYPE,5.0L V8 Supercharged,Electrical,Battery
JAGUAR,2023,F-PACE,2.0L L4 Turbocharged,Electrical,Battery
JAGUAR,2023,XF,2.0L L4 Turbocharged,Electrical,Battery
JAGUAR,2023,F-PACE,3.0L L6 Turbocharged,Electrical,Battery
JAGUAR,2023,F-PACE,5.0L V8 Supercharged,Electrical,Battery
JAGUAR,2022,XF,2.0L L4 Turbocharged,Electrical,Battery
JAGUAR,2022,F-TYPE,5.0L V8 Supercharged,Electrical,Battery
JAGUAR,2021,F-TYPE,2.0L L4 Turbocharged,Electrical,Battery
JAGUAR,2021,XF,2.0L L4 Turbocharged,Electrical,Battery
JAGUAR,2020,XE,2.0L L4 Turbocharged,Electrical,Battery
JAGUAR,2020,XF,2.0L L4 Turbocharged,Electrical,Battery
JAGUAR,2020,F-TYPE,2.0L L4 Turbocharged,Electrical,Battery
JAGUAR,2020,F-TYPE,2.0L L4 Turbocharged,Suspension,Shock / Strut
JAGUAR,2019,F-TYPE,2.0L L4 Turbocharged,Electrical,Battery
JAGUAR,2019,XE,2.0L L4 DIESEL Turbocharged,Electrical,Battery
JAGUAR,2019,XJ,3.0L V6 Supercharged,Electrical,Battery
JAGUAR,2019,F-TYPE,2.0L L4 Turbocharged,Suspension,Shock / Strut
JAGUAR,2019,XF,2.0L L4 DIESEL Turbocharged,Electrical,Battery
JAGUAR,2018,XJ,3.0L V6 Supercharged,Electrical,Battery
JAGUAR,2018,F-TYPE,2.0L L4 Turbocharged,Electrical,Battery
JAGUAR,2018,XE,2.0L L4 DIESEL Turbocharged,Brake & Wheel Hub,Rotor & Brake Pad Kit
JAGUAR,2018,XJR575,5.0L V8 Supercharged,Electrical,Battery
JAGUAR,2018,XF,2.0L L4 DIESEL Turbocharged,Electrical,Battery
JAGUAR,2018,F-PACE,2.0L L4 DIESEL Turbocharged,Interior,Seat Cover
JAGUAR,2018,F-TYPE,2.0L L4 Turbocharged,Suspension,Shock / Strut
JAGUAR,2018,XF,2.0L L4 DIESEL Turbocharged,Interior,Seat Cover
JAGUAR,2017,XJR,5.0L V8 Supercharged,Electrical,Battery
JAGUAR,2017,XF,2.0L L4 DIESEL Turbocharged,Interior,Seat Cover
JAGUAR,2017,F-PACE,2.0L L4 DIESEL Turbocharged,Interior,Seat Cover
JAGUAR,2016,XJR,5.0L V8 Supercharged,Electrical,Battery
JAGUAR,2015,XK,5.0L V8,Electrical,Battery
JAGUAR,2015,XJR,5.0L V8 Supercharged,Electrical,Battery
JAGUAR,2015,XK,5.0L V8,Engine,Piston Ring
JAGUAR,2015,XK,5.0L V8,Electrical,Battery Cable
JAGUAR,2015,XKR,5.0L V8 Supercharged,Electrical,Battery
JAGUAR,2015,XF,2.0L L4 Turbocharged,Electrical,Battery Cable
JAGUAR,2015,XKR,5.0L V8 Supercharged,Engine,Piston Ring
JAGUAR,2014,XF,2.0L L4 Turbocharged,Electrical,Battery Cable
JAGUAR,2014,XJR,5.0L V8 Supercharged,Electrical,Battery
JAGUAR,2014,XK,5.0L V8,Electrical,Battery Cable
JAGUAR,2013,XK,5.0L V8,Electrical,Battery Cable
JAGUAR,2013,XF,2.0L L4 Turbocharged,Electrical,Battery Cable
JAGUAR,2012,XKR,5.0L V8 Supercharged,Electrical,Battery Cable
JAGUAR,2012,XK,5.0L V8,Electrical,Battery Cable
JAGUAR,2012,XK,5.0L V8,Engine,Piston Ring
JAGUAR,2012,XF,3.0L V6,Electrical,Battery Cable
JAGUAR,2012,XJ,5.0L V8,Electrical,Battery Cable
JAGUAR,2011,XJ,5.0L V8,Electrical,Battery Cable
JAGUAR,2011,XK,5.0L V8,Electrical,Battery Cable
JAGUAR,2011,XKR,5.0L V8 Supercharged,Electrical,Battery Cable
JAGUAR,2011,XJ,5.0L V8,Engine,Piston Ring
JAGUAR,2010,XF,4.2L V8,Electrical,Battery Cable
JAGUAR,2010,XJ,5.0L V8,Electrical,Battery
JAGUAR,2010,XK,5.0L V8,Electrical,Battery Cable
JAGUAR,2010,XJ,5.0L V8,Engine,Piston Ring
JAGUAR,2010,XKR,5.0L V8 Supercharged,Electrical,Battery Cable
JAGUAR,2009,SUPER V8,4.2L V8 Supercharged,Electrical,Battery
JAGUAR,2009,XJR,4.2L V8 Supercharged,Electrical,Battery
JAGUAR,2009,VANDEN PLAS,4.2L V8,Electrical,Battery
JAGUAR,2009,SUPER V8,4.2L V8 Supercharged,Electrical,Battery Cable
JAGUAR,2009,XJ8,4.2L V8,Electrical,Battery
JAGUAR,2009,VANDEN PLAS,4.2L V8,Electrical,Battery Cable
JAGUAR,2009,XK,4.2L V8,Electrical,Battery
JAGUAR,2009,XF,4.2L V8,Electrical,Battery Cable
JAGUAR,2009,XK,4.2L V8,Electrical,Battery Cable
JAGUAR,2008,XJR,4.2L V8 Supercharged,Electrical,Battery
JAGUAR,2008,SUPER V8,4.2L V8 Supercharged,Electrical,Battery
JAGUAR,2008,VANDEN PLAS,4.2L V8,Electrical,Battery
JAGUAR,2008,SUPER V8,4.2L V8 Supercharged,Electrical,Battery Cable
JAGUAR,2008,XK,4.2L V8,Electrical,Battery
JAGUAR,2008,XJ8,4.2L V8,Electrical,Battery
JAGUAR,2008,VANDEN PLAS,4.2L V8,Electrical,Battery Cable
JAGUAR,2008,X-TYPE,3.0L V6,Electrical,Battery Cable
JAGUAR,2008,XK,4.2L V8,Electrical,Battery Cable
JAGUAR,2007,SUPER V8,4.2L V8 Supercharged,Electrical,Battery
JAGUAR,2007,XJR,4.2L V8 Supercharged,Electrical,Battery
JAGUAR,2007,XKR,4.2L V8 Supercharged,Electrical,Battery
JAGUAR,2007,SUPER V8,4.2L V8 Supercharged,Electrical,Battery Cable
JAGUAR,2007,XK,4.2L V8,Electrical,Battery
JAGUAR,2007,XJ8,4.2L V8,Electrical,Battery
JAGUAR,2007,XKR,4.2L V8 Supercharged,Electrical,Battery Cable
JAGUAR,2007,XK,4.2L V8,Electrical,Battery Cable
JAGUAR,2007,VANDEN PLAS,4.2L V8,Electrical,Battery
JAGUAR,2007,VANDEN PLAS,4.2L V8,Electrical,Battery Cable
JAGUAR,2007,X-TYPE,3.0L V6,Electrical,Battery Cable
JAGUAR,2006,XJR,4.2L V8 Supercharged,Electrical,Battery Cable
JAGUAR,2006,XK8,4.2L V8,Electrical,Battery Cable
JAGUAR,2006,SUPER V8,4.2L V8 Supercharged,Electrical,Battery
JAGUAR,2006,VANDEN PLAS,4.2L V8,Electrical,Battery
JAGUAR,2006,SUPER V8,4.2L V8 Supercharged,Electrical,Battery Cable
JAGUAR,2006,S-TYPE,3.0L V6,Electrical,Battery Cable
JAGUAR,2006,VANDEN PLAS,4.2L V8,Electrical,Battery Cable
JAGUAR,2006,XKR,4.2L V8 Supercharged,Electrical,Battery Cable
JAGUAR,2006,X-TYPE,3.0L V6,Electrical,Battery Cable
JAGUAR,2006,XJ8,4.2L V8,Electrical,Battery Cable
JAGUAR,2005,XJR,4.2L V8 Supercharged,Electrical,Battery Cable
JAGUAR,2005,VANDEN PLAS,4.2L V8,Brake & Wheel Hub,Brake Pad
JAGUAR,2005,SUPER V8,4.2L V8 Supercharged,Electrical,Battery
JAGUAR,2005,SUPER V8,4.2L V8 Supercharged,Electrical,Battery Cable
JAGUAR,2005,XKR,4.2L V8 Supercharged,Electrical,Battery Cable
JAGUAR,2005,XK8,4.2L V8,Drivetrain,Differential Ring and Pinion
JAGUAR,2005,XJ8,4.2L V8,Electrical,Battery Cable
JAGUAR,2005,XK8,4.2L V8,Electrical,Battery Cable
BMW,2024,530E,2.0L L4 ELECTRIC/GAS Turbocharged,Cooling System,Coolant / Antifreeze
BMW,2024,X2,1.5L L3 Turbocharged,Cooling System,Coolant / Antifreeze
BMW,2024,X2,2.0L L4 Turbocharged,Cooling System,Coolant / Antifreeze
BMW,2023,760I,4.4L V8 Turbocharged,Electrical,Battery
BMW,2023,740I,3.0L L6 Turbocharged,Electrical,Battery
BMW,2023,ALPINA XB7,4.4L V8 Turbocharged,Electrical,Battery
BMW,2023,I7,ELECTRIC,Wiper & Washer,
BMW,2023,M2,3.0L L6 Turbocharged,Electrical,Battery
BMW,2023,ALPINA B8,4.4L V8 Turbocharged,Electrical,Battery
BMW,2023,840I,3.0L L6 Turbocharged,Electrical,Battery
BMW,2023,M235I,2.0L L4 Turbocharged,Electrical,Battery
BMW,2023,M4,3.0L L6 Turbocharged,Electrical,Battery
BMW,2023,M3,3.0L L6 Turbocharged,Electrical,Battery
BMW,2023,M5,4.4L V8 Turbocharged,Electrical,Battery
BMW,2023,M8,4.4L V8 Turbocharged,Electrical,Battery
BMW,2023,M240I,3.0L L6 Turbocharged,Electrical,Battery
